generated_at,url,http_status,title,text_length,matched_terms,supernatural_terms,person_form_terms,lead_status,review_note,snippet
2026-06-21T14:30:57+00:00,https://libraries.tas.gov.au/about-us/media-releases/start-your-learning-journey-in-adult-learners-week/,200,Start your learning journey in Adult Learners Week - Libraries Tasmania,6482,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Start your learning journey in Adult Learners Week - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths"
2026-06-21T14:30:57+00:00,https://libraries.tas.gov.au/about-us/media-releases/state-library-and-archives-of-tasmania-fellowships-2025-now-open/,,,0,,,,fetch_failed,"HTTPSConnectionPool(host='libraries.tas.gov.au', port=443): Max retries exceeded with url: /about-us/media-releases/state-library-and-archives-of-tasmania-fellowships-2025-now-open/ (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
2026-06-21T14:30:57+00:00,https://libraries.tas.gov.au/about-us/media-releases/stories-after-dark-one-mesmerising-night-bringing-tasmanias-past-alive/,200,Stories After Dark â one mesmerising night - Libraries Tasmania,6660,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Stories After Dark â one mesmerising night - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help "
2026-06-21T14:30:58+00:00,https://libraries.tas.gov.au/about-us/media-releases/stories-and-storytelling-in-the-great-outdoors/,200,Stories and storytelling in the great outdoors - Libraries Tasmania,6933,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Stories and storytelling in the great outdoors - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths hel"
2026-06-21T14:30:59+00:00,https://libraries.tas.gov.au/about-us/media-releases/supporting-workplace-literacy-and-numeracy/,,,0,,,,fetch_failed,"HTTPSConnectionPool(host='libraries.tas.gov.au', port=443): Max retries exceeded with url: /about-us/media-releases/supporting-workplace-literacy-and-numeracy/ (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
2026-06-21T14:30:59+00:00,https://libraries.tas.gov.au/about-us/media-releases/tasmania-reads-the-art-of-storytelling-launch/,200,Tasmania Reads: The Art of Storytelling Launch - Libraries Tasmania,5876,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Tasmania Reads: The Art of Storytelling Launch - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths hel"
2026-06-21T14:31:00+00:00,https://libraries.tas.gov.au/about-us/media-releases/tasmanian-adults-supported-to-re-engage-with-learning-through-libraries-tasmania/,200,Tasmanian adults supported to re-engage with learning through Libraries Tasmania - Libraries Tasmania,6233,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.",Tasmanian adults supported to re-engage with learning through Libraries Tasmania - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learn
2026-06-21T14:31:00+00:00,https://libraries.tas.gov.au/about-us/media-releases/tasmanians-embrace-reading-in-the-2025-warm-winter-read/,,,0,,,,fetch_failed,"HTTPSConnectionPool(host='libraries.tas.gov.au', port=443): Max retries exceeded with url: /about-us/media-releases/tasmanians-embrace-reading-in-the-2025-warm-winter-read/ (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
2026-06-21T14:31:01+00:00,https://libraries.tas.gov.au/about-us/media-releases/tasmanians-encouraged-to-embrace-reading-with-warm-winter-read/,200,Tasmanians encouraged to embrace reading with Warm Winter Read - Libraries Tasmania,5245,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Tasmanians encouraged to embrace reading with Warm Winter Read - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writi"
2026-06-21T14:31:01+00:00,https://libraries.tas.gov.au/about-us/media-releases/tasmanias-favourite-reads-of-2021-revealed/,,,0,,,,fetch_failed,"HTTPSConnectionPool(host='libraries.tas.gov.au', port=443): Max retries exceeded with url: /about-us/media-releases/tasmanias-favourite-reads-of-2021-revealed/ (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
2026-06-21T14:31:02+00:00,https://libraries.tas.gov.au/about-us/media-releases/tasmanias-favourite-reads-of-2025/,200,Tasmaniaâs favourite reads of 2025 - Libraries Tasmania,5171,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Tasmaniaâs favourite reads of 2025 - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study su"
2026-06-21T14:31:03+00:00,https://libraries.tas.gov.au/about-us/media-releases/tasmanias-memory-moves-into-the-future/,200,Tasmania's memory moves into the future - Libraries Tasmania,6943,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Tasmania's memory moves into the future - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study"
2026-06-21T14:31:03+00:00,https://libraries.tas.gov.au/about-us/media-releases/temporary-library-services-for-the-burnie-community/,,,0,,,,fetch_failed,"HTTPSConnectionPool(host='libraries.tas.gov.au', port=443): Max retries exceeded with url: /about-us/media-releases/temporary-library-services-for-the-burnie-community/ (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
2026-06-21T14:31:04+00:00,https://libraries.tas.gov.au/about-us/media-releases/thank-you-libraries-tasmania-volunteers/,200,"Thank you, Libraries Tasmania volunteers - Libraries Tasmania",7048,spirit;man,spirit,man,review_candidate,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Thank you, Libraries Tasmania volunteers - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Stud"
2026-06-21T14:31:05+00:00,https://libraries.tas.gov.au/about-us/media-releases/thanking-libraries-tasmania-volunteers-during-national-volunteer-week/,200,Thanking Libraries Tasmania volunteers - Libraries Tasmania,6329,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Thanking Libraries Tasmania volunteers - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study "
2026-06-21T14:31:05+00:00,https://libraries.tas.gov.au/about-us/media-releases/try-something-new-during-tasmania-reads-week-17-to-23-march/,200,Try something new during Tasmania Reads Week 17 to 23 March - Libraries Tasmania,6697,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Try something new during Tasmania Reads Week 17 to 23 March - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing "
2026-06-21T14:31:06+00:00,https://libraries.tas.gov.au/about-us/media-releases/what-a-difference-a-decade-of-26ten-at-libraries-tasmania/,200,What a difference: a decade of 26Ten at Libraries Tasmania - Libraries Tasmania,7218,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","What a difference: a decade of 26Ten at Libraries Tasmania - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing a"
2026-06-21T14:31:06+00:00,https://libraries.tas.gov.au/about-us/media-releases/what-were-tasmanias-favourite-reads-in-2023/,200,What were Tasmaniaâs favourite reads in 2023? - Libraries Tasmania,6526,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","What were Tasmaniaâs favourite reads in 2023? - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths he"
2026-06-21T14:31:07+00:00,https://libraries.tas.gov.au/about-us/media-releases/write-a-love-letter-to-your-library/,200,Write a love letter to your library - Libraries Tasmania,6481,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Write a love letter to your library - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study sup"
2026-06-21T14:31:08+00:00,https://libraries.tas.gov.au/about-us/media-releases/young-tasmanians-take-the-spotlight-this-youth-week/,200,Young Tasmanians take the spotlight this Youth Week - Libraries Tasmania,5214,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Young Tasmanians take the spotlight this Youth Week - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and math"
2026-06-21T14:31:09+00:00,https://libraries.tas.gov.au/about-us/media-releases/youth-speak-out-about-reconciliation-at-launceston-library/,200,Youth Speak Out about Reconciliation at Launceston Library - Libraries Tasmania,6730,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Youth Speak Out about Reconciliation at Launceston Library - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing a"
2026-06-21T14:31:09+00:00,https://libraries.tas.gov.au/about-us/media-releases/youth-speak-out-about-reconciliation-in-statewide-exhibition-tour/,200,Youth Speak Out about Reconciliation in statewide exhibition tour - Libraries Tasmania,7100,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Youth Speak Out about Reconciliation in statewide exhibition tour - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, wr"
2026-06-21T14:31:09+00:00,https://libraries.tas.gov.au/about-us/our-collections/,,,0,,,,fetch_failed,"HTTPSConnectionPool(host='libraries.tas.gov.au', port=443): Max retries exceeded with url: /about-us/our-collections/ (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
2026-06-21T14:31:10+00:00,https://libraries.tas.gov.au/about-us/our-collections/contribute-to-our-collections/,200,Contribute to our collections - Libraries Tasmania,5829,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Contribute to our collections - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support w"
2026-06-21T14:31:11+00:00,https://libraries.tas.gov.au/about-us/our-collections/contribute-to-our-collections/financial-support/,200,Financial support - Libraries Tasmania,6331,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Financial support - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support with Studiosi"
2026-06-21T14:31:12+00:00,https://libraries.tas.gov.au/about-us/our-collections/copies-from-our-collections/,200,Copies from our collections - Libraries Tasmania,6119,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Copies from our collections - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support wit"
2026-06-21T14:31:14+00:00,https://libraries.tas.gov.au/about-us/our-collections/how-to-cite-our-resources/introduction/,200,How to cite our resources - Introduction - Libraries Tasmania,6265,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","How to cite our resources - Introduction - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Stud"
2026-06-21T14:31:15+00:00,https://libraries.tas.gov.au/about-us/our-collections/how-to-cite-our-resources/how-to-cite-an-unpublished-item/,200,How to cite our resources - How to cite an unpublished item (non-archival) - Libraries Tasmania,5400,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.",How to cite our resources - How to cite an unpublished item (non-archival) - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Re
2026-06-21T14:31:15+00:00,https://libraries.tas.gov.au/about-us/our-collections/how-to-cite-our-resources/how-to-cite-part-of-a-record/,200,How to cite our resources - How to cite part of a record - Libraries Tasmania,5254,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","How to cite our resources - How to cite part of a record - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and"
2026-06-21T14:31:16+00:00,https://libraries.tas.gov.au/about-us/our-collections/how-to-cite-our-resources/how-to-cite-state-archives-with-additional-conditions/,200,How to cite our resources - How to cite state archives with additional conditions - Libraries Tasmania,5797,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.",How to cite our resources - How to cite state archives with additional conditions - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong lear
2026-06-21T14:31:17+00:00,https://libraries.tas.gov.au/about-us/our-collections/how-to-cite-our-resources/how-to-cite-state-archives/,,,0,,,,fetch_failed,"HTTPSConnectionPool(host='libraries.tas.gov.au', port=443): Max retries exceeded with url: /about-us/our-collections/how-to-cite-our-resources/how-to-cite-state-archives/ (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
2026-06-21T14:31:18+00:00,https://libraries.tas.gov.au/about-us/our-collections/how-to-cite-our-resources/information-from-other-organisations/,200,How to cite our resources - Information from other organisations - Libraries Tasmania,5414,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","How to cite our resources - Information from other organisations - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, wri"
2026-06-21T14:31:18+00:00,https://libraries.tas.gov.au/about-us/our-collections/how-to-cite-our-resources/introduction/,200,How to cite our resources - Introduction - Libraries Tasmania,6265,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","How to cite our resources - Introduction - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Stud"
2026-06-21T14:31:19+00:00,https://libraries.tas.gov.au/about-us/our-collections/how-to-cite-our-resources/writers-and-publishers/,200,How to cite our resources - Writers and publishers - Libraries Tasmania,5242,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","How to cite our resources - Writers and publishers - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths"
2026-06-21T14:31:19+00:00,https://libraries.tas.gov.au/about-us/our-collections/lending-collection/,200,Lending collection - Libraries Tasmania,5832,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Lending collection - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support with Studios"
2026-06-21T14:31:20+00:00,https://libraries.tas.gov.au/about-us/our-collections/reference-collections/,200,Reference collections - Libraries Tasmania,6450,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Reference collections - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support with Stud"
2026-06-21T14:31:21+00:00,https://libraries.tas.gov.au/about-us/our-collections/tasmanian-heritage-collections/,200,Tasmanian heritage collections - Libraries Tasmania,6736,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Tasmanian heritage collections - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support "
2026-06-21T14:31:21+00:00,https://libraries.tas.gov.au/about-us/our-collections/tasmanian-heritage-collections/add-to-our-tasmanian-heritage-collections/,,,0,,,,fetch_failed,"HTTPSConnectionPool(host='libraries.tas.gov.au', port=443): Max retries exceeded with url: /about-us/our-collections/tasmanian-heritage-collections/add-to-our-tasmanian-heritage-collections/ (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
2026-06-21T14:31:21+00:00,https://libraries.tas.gov.au/about-us/our-collections/tasmanian-heritage-collections/add-to-our-tasmanian-heritage-collections/collection-offers/,200,Collection offers - Libraries Tasmania,5292,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Collection offers - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support with Studiosi"
2026-06-21T14:31:22+00:00,https://libraries.tas.gov.au/about-us/our-collections/tasmanian-heritage-collections/legal-deposit/,200,Legal Deposit - Libraries Tasmania,6911,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Legal Deposit - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support with Studiosity D"
2026-06-21T14:31:23+00:00,https://libraries.tas.gov.au/about-us/our-collections/tasmanian-heritage-collections/take-down-requests/,200,Take down requests - Libraries Tasmania,6338,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Take down requests - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support with Studios"
2026-06-21T14:31:24+00:00,https://libraries.tas.gov.au/about-us/our-collections/tasmanian-heritage-collections/the-w-l-crowther-collection/,200,The W L Crowther Collection - Libraries Tasmania,8730,man;convict;prisoner,,man;convict;prisoner,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","The W L Crowther Collection - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support wit"
2026-06-21T14:31:24+00:00,https://libraries.tas.gov.au/about-us/our-collections/writers-publishers/,200,Writers and publishers - Libraries Tasmania,6448,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Writers and publishers - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support with Stu"
2026-06-21T14:31:24+00:00,https://libraries.tas.gov.au/about-us/our-service-commitment/,,,0,,,,fetch_failed,"HTTPSConnectionPool(host='libraries.tas.gov.au', port=443): Max retries exceeded with url: /about-us/our-service-commitment/ (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))",
2026-06-21T14:31:25+00:00,https://libraries.tas.gov.au/about-us/policies-and-governance/,200,Policies and governance - Libraries Tasmania,5597,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Policies and governance - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support with St"
2026-06-21T14:31:26+00:00,https://libraries.tas.gov.au/about-us/policies-and-governance/governance-and-legislation/,200,Governance and legislation | About Us - Libraries Tasmania,9513,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Governance and legislation | About Us - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study s"
2026-06-21T14:31:27+00:00,https://libraries.tas.gov.au/about-us/policies-and-governance/policies/,200,Policies - Libraries Tasmania,5757,man,,man,weak_lead,"Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source.","Policies - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study support with Studiosity Discov"
