id,canonical_id,card_type,title,subtitle,source_name,source_family,layer_type,display_label,year_or_range,state_or_region,url,canonical_url,redirect_target,badge,caveat,public_record_status,map_display_status
accepted_record_2091,2091,accepted_record_card,magician in A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia,A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia; George Fletcher Moore,Internet Archive,repository_full_text,accepted_public_record,Accepted public record,1842,WA,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2092,2092,accepted_record_card,spirit in A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia,A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia; George Fletcher Moore,Internet Archive,repository_full_text,accepted_public_record,Accepted public record,1842,WA,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2093,2093,accepted_record_card,magician in A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia,A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia; George Fletcher Moore,Internet Archive,repository_full_text,accepted_public_record,Accepted public record,1842,WA,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2094,2094,accepted_record_card,spirit in A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia,A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia; George Fletcher Moore,Internet Archive,repository_full_text,accepted_public_record,Accepted public record,1842,WA,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2095,2095,accepted_record_card,spirit in A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia,A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia; George Fletcher Moore,Internet Archive,repository_full_text,accepted_public_record,Accepted public record,1842,WA,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2096,2096,accepted_record_card,spirit in A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia,A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia; George Fletcher Moore,Internet Archive,repository_full_text,accepted_public_record,Accepted public record,1842,WA,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2097,2097,accepted_record_card,spirits in A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia,A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia; George Fletcher Moore,Internet Archive,repository_full_text,accepted_public_record,Accepted public record,1842,WA,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2098,2098,accepted_record_card,evil spirit in A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia,A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia; George Fletcher Moore,Internet Archive,repository_full_text,accepted_public_record,Accepted public record,1842,WA,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2099,2099,accepted_record_card,evil spirit in A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia,A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia; George Fletcher Moore,Internet Archive,repository_full_text,accepted_public_record,Accepted public record,1842,WA,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2100,2100,accepted_record_card,witchcraft in A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia,A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia; George Fletcher Moore,Internet Archive,repository_full_text,accepted_public_record,Accepted public record,1842,WA,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2101,2101,accepted_record_card,wizard in A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia,A Descriptive Vocabulary of the Language in Common Use Amongst the Aborigines of Western Australia; George Fletcher Moore,Internet Archive,repository_full_text,accepted_public_record,Accepted public record,1842,WA,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,https://archive.org/download/adescriptivevoc00moorgoog/adescriptivevoc00moorgoog_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_637,637,accepted_record_card,1843 - Sydney Morning Herald,Australian Yowie Research,Australian Yowie Research,modern_web,accepted_public_record,Accepted public record,1843,NSW,https://www.yowiehunters.com.au/historical-articles/1894-1843-sydney-morning-herald,https://www.yowiehunters.com.au/historical-articles/1894-1843-sydney-morning-herald,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,accepted_public_map_point
accepted_record_638,638,accepted_record_card,1843 - Sydney Morning Herald 2,Australian Yowie Research,Australian Yowie Research,modern_web,accepted_public_record,Accepted public record,1843,NSW,https://www.yowiehunters.com.au/historical-articles/1933-1843-sydney-morning-herald-2,https://www.yowiehunters.com.au/historical-articles/1933-1843-sydney-morning-herald-2,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,accepted_public_map_point
accepted_record_639,639,accepted_record_card,1844 - Charles Meredith Diary Entry,Australian Yowie Research,Australian Yowie Research,modern_web,accepted_public_record,Accepted public record,1844,NSW,https://www.yowiehunters.com.au/historical-articles/1487-charles-meredith-diary-entry-1844,https://www.yowiehunters.com.au/historical-articles/1487-charles-meredith-diary-entry-1844,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_640,640,accepted_record_card,1847 - Geelong Advertiser,Australian Yowie Research,Australian Yowie Research,modern_web,accepted_public_record,Accepted public record,1847,VIC,https://www.yowiehunters.com.au/historical-articles/1645-geelong-advertiser-1847,https://www.yowiehunters.com.au/historical-articles/1645-geelong-advertiser-1847,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,accepted_public_map_point
accepted_record_641,641,accepted_record_card,1847 - Sydney Morning Herald Article,Australian Yowie Research,Australian Yowie Research,modern_web,accepted_public_record,Accepted public record,1847,NSW,https://www.yowiehunters.com.au/historical-articles/1488-sydney-morning-herald-article-1847,https://www.yowiehunters.com.au/historical-articles/1488-sydney-morning-herald-article-1847,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,accepted_public_map_point
accepted_record_44,44,accepted_record_card,"Phillip Island, Victoria 1849",Australian Yowie Research,Australian Yowie Research,modern_web,accepted_public_record,Accepted public record,1849,VIC,https://www.yowiehunters.com.au/victoria/1259-phillip-island-vic-1849,https://www.yowiehunters.com.au/victoria/1259-phillip-island-vic-1849,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,accepted_public_map_point
accepted_record_642,642,accepted_record_card,1851 - John Green Diary Entries,Australian Yowie Research,Australian Yowie Research,modern_web,accepted_public_record,Accepted public record,1851,QLD,https://www.yowiehunters.com.au/historical-articles/1516-john-green-diary-entries-1851,https://www.yowiehunters.com.au/historical-articles/1516-john-green-diary-entries-1851,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2102,2102,accepted_record_card,"demon in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?","How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?; W. Augustus Miles",Internet Archive,repository_full_text_article,accepted_public_record,Accepted public record,1854,Australia (Australia): B,https://archive.org/download/jstor-3014132/3014132_djvu.txt,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2103,2103,accepted_record_card,"demon in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?","How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?; W. Augustus Miles",Internet Archive,repository_full_text_article,accepted_public_record,Accepted public record,1854,Australia (Australia): B,https://archive.org/download/jstor-3014132/3014132_djvu.txt,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2104,2104,accepted_record_card,"evil spirit in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?","How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?; W. Augustus Miles",Internet Archive,repository_full_text_article,accepted_public_record,Accepted public record,1854,Australia (Australia): B,https://archive.org/download/jstor-3014132/3014132_djvu.txt,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2105,2105,accepted_record_card,"spirits in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?","How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?; W. Augustus Miles",Internet Archive,repository_full_text_article,accepted_public_record,Accepted public record,1854,Australia (Australia): B,https://archive.org/download/jstor-3014132/3014132_djvu.txt,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2106,2106,accepted_record_card,"spirits in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?","How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?; W. Augustus Miles",Internet Archive,repository_full_text_article,accepted_public_record,Accepted public record,1854,Australia (Australia): B,https://archive.org/download/jstor-3014132/3014132_djvu.txt,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2107,2107,accepted_record_card,"evil spirit in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?","How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?; W. Augustus Miles",Internet Archive,repository_full_text_article,accepted_public_record,Accepted public record,1854,Australia (Australia): B,https://archive.org/download/jstor-3014132/3014132_djvu.txt,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2108,2108,accepted_record_card,"evil spirit in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?","How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?; W. Augustus Miles",Internet Archive,repository_full_text_article,accepted_public_record,Accepted public record,1854,Australia (Australia): B,https://archive.org/download/jstor-3014132/3014132_djvu.txt,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2109,2109,accepted_record_card,"phantom in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?","How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?; W. Augustus Miles",Internet Archive,repository_full_text_article,accepted_public_record,Accepted public record,1854,Australia (Australia): B,https://archive.org/download/jstor-3014132/3014132_djvu.txt,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2110,2110,accepted_record_card,"ghosts in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?","How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?; W. Augustus Miles",Internet Archive,repository_full_text_article,accepted_public_record,Accepted public record,1854,Australia (Australia): B,https://archive.org/download/jstor-3014132/3014132_djvu.txt,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2111,2111,accepted_record_card,"spirits in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?","How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?; W. Augustus Miles",Internet Archive,repository_full_text_article,accepted_public_record,Accepted public record,1854,Australia (Australia): B,https://archive.org/download/jstor-3014132/3014132_djvu.txt,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2112,2112,accepted_record_card,"spirits in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?","How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?; W. Augustus Miles",Internet Archive,repository_full_text_article,accepted_public_record,Accepted public record,1854,Australia (Australia): B,https://archive.org/download/jstor-3014132/3014132_djvu.txt,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2113,2113,accepted_record_card,"spirit in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?","How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?; W. Augustus Miles",Internet Archive,repository_full_text_article,accepted_public_record,Accepted public record,1854,Australia (Australia): B,https://archive.org/download/jstor-3014132/3014132_djvu.txt,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2114,2114,accepted_record_card,"spirit in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?","How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?; W. Augustus Miles",Internet Archive,repository_full_text_article,accepted_public_record,Accepted public record,1854,Australia (Australia): B,https://archive.org/download/jstor-3014132/3014132_djvu.txt,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2115,2115,accepted_record_card,"spirit in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?","How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?; W. Augustus Miles",Internet Archive,repository_full_text_article,accepted_public_record,Accepted public record,1854,Australia (Australia): B,https://archive.org/download/jstor-3014132/3014132_djvu.txt,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2116,2116,accepted_record_card,"spirit in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?","How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?; W. Augustus Miles",Internet Archive,repository_full_text_article,accepted_public_record,Accepted public record,1854,WA,https://archive.org/download/jstor-3014132/3014132_djvu.txt,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,accepted_public_map_point
accepted_record_2117,2117,accepted_record_card,"ghosts in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?","How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?; W. Augustus Miles",Internet Archive,repository_full_text_article,accepted_public_record,Accepted public record,1854,Australia (Australia): B,https://archive.org/download/jstor-3014132/3014132_djvu.txt,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2118,2118,accepted_record_card,"supernatural in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?","How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?; W. Augustus Miles",Internet Archive,repository_full_text_article,accepted_public_record,Accepted public record,1854,Australia (Australia): B,https://archive.org/download/jstor-3014132/3014132_djvu.txt,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_2119,2119,accepted_record_card,"supernatural in How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?","How did the Natives of Australia become Acquainted with the Demigods and Daemonia, and with the Superstitions of the Ancient Races?; W. Augustus Miles",Internet Archive,repository_full_text_article,accepted_public_record,Accepted public record,1854,Australia (Australia): B,https://archive.org/download/jstor-3014132/3014132_djvu.txt,https://archive.org/download/jstor-3014132/3014132_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_855,855,accepted_record_card,1861 - The Argus Yowie Article,Australian Yowie Research,Australian Yowie Research,modern_web,accepted_public_record,Accepted public record,1861,VIC,https://www.yowiehunters.com.au/media-clips/1774-1861-the-argus-yowie-article,https://www.yowiehunters.com.au/media-clips/1774-1861-the-argus-yowie-article,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,accepted_public_map_point
accepted_record_1759,1759,accepted_record_card,"spirit in Queensland, Australia","Queensland, Australia; John Dunmore Lang",Internet Archive,repository_full_text,accepted_public_record,Accepted public record,1861,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_1760,1760,accepted_record_card,"spirit in Queensland, Australia","Queensland, Australia; John Dunmore Lang",Internet Archive,repository_full_text,accepted_public_record,Accepted public record,1861,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,accepted_public_map_point
accepted_record_1761,1761,accepted_record_card,"spirit in Queensland, Australia","Queensland, Australia; John Dunmore Lang",Internet Archive,repository_full_text,accepted_public_record,Accepted public record,1861,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_1762,1762,accepted_record_card,"spirit in Queensland, Australia","Queensland, Australia; John Dunmore Lang",Internet Archive,repository_full_text,accepted_public_record,Accepted public record,1861,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_1763,1763,accepted_record_card,"ghost in Queensland, Australia","Queensland, Australia; John Dunmore Lang",Internet Archive,repository_full_text,accepted_public_record,Accepted public record,1861,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_1764,1764,accepted_record_card,"devil in Queensland, Australia","Queensland, Australia; John Dunmore Lang",Internet Archive,repository_full_text,accepted_public_record,Accepted public record,1861,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
accepted_record_1765,1765,accepted_record_card,"ghost in Queensland, Australia","Queensland, Australia; John Dunmore Lang",Internet Archive,repository_full_text,accepted_public_record,Accepted public record,1861,QLD,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,https://archive.org/download/queenslandaustr00langgoog/queenslandaustr00langgoog_djvu.txt,,Accepted record,Accepted public record; public source exists does not verify the supernatural claim.,accepted_public_record,not_public_map
