record_id,title,latitude,longitude,place_name,source
1750,"ghost in The aborigines of Victoria, volume 1",-34.7523871,149.7198009,"Goulburn, NSW",public/data/frontend-data.json
3437,"spirits in The Aborigines of Victoria, volume 1",-34.7211905,135.8592218,"Port Lincoln, SA",public/data/frontend-data.json
3467,"spirit in The Aborigines of Victoria, volume 1",-34.7523871,149.7198009,"Goulburn, NSW",public/data/frontend-data.json
3476,"ghosts in The Aborigines of Victoria, volume 1",-34.7523871,149.7198009,"Goulburn, NSW",public/data/frontend-data.json
3525,"spirit in The Aborigines of Victoria, volume 2",-31.9319845,115.9190544,"Swan River, WA",public/data/frontend-data.json
3529,"spirit in The Aborigines of Victoria, volume 2",-31.9319845,115.9190544,"Swan River, WA",public/data/frontend-data.json
3532,"spirit in The Aborigines of Victoria, volume 2",-31.9319845,115.9190544,"Swan River, WA",public/data/frontend-data.json
3533,"spirit in The Aborigines of Victoria, volume 2",-31.9319845,115.9190544,"Swan River, WA",public/data/frontend-data.json
3961,"devil in The Aborigines of Victoria, volume 1",-35.0916656,149.4208438,"Lake George, NSW",public/data/frontend-data.json
666,"1880 - Gippsland Times, 7ft Yowie",-37.8744827,146.9111788,"Gippsland, VIC",public/data/frontend-data.json
667,1880 - Melbourne Argus,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
668,1880 - Southland Times (NZ),-34.44304,137.6987969,"Yorke Peninsula, SA",public/data/frontend-data.json
669,1880 - Sydney Morning Herald,-33.8698439,151.2082848,"Sydney, NSW",public/data/frontend-data.json
671,1880's - Arthur Bicknell ' Wood Devil ' Story,-27.4923416,153.041873,"'s, QLD",public/data/frontend-data.json
1611,supernatural in Kamilaroi and Kurnai,-38.1046482,144.7798547,"Port Phillip, VIC",public/data/frontend-data.json
3560,spirit in The Booandik Tribe of South Australian Aborigines,-37.8301386,140.7842627,"Mount Gambier, SA",public/data/frontend-data.json
3570,spirit in The Booandik Tribe of South Australian Aborigines,-37.8301386,140.7842627,"Mount Gambier, SA",public/data/frontend-data.json
3226,"spirits in Australian Aborigines: the languages and customs of several tribes of aborigines in the western district of Victoria, Australia",-38.1046482,144.7798547,"Port Phillip, VIC",public/data/frontend-data.json
673,1882 - Colac Herald,-32.4361913,152.5299305,"Seal Rocks, NSW",public/data/frontend-data.json
674,"1882 - Illawarra Mercury, Australian Gorilla",-34.4614504,150.790409,"Illawarra, NSW",public/data/frontend-data.json
862,1882 - The West Australian Yowie Article,-34.3156059,115.1605864,Augusta,public/data/frontend-data.json
678,1883 - Illawarra Mercury Article,-34.4614504,150.790409,"Illawarra, NSW",public/data/frontend-data.json
2546,ghosts in Old Melbourne Memories,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2547,haunted in Old Melbourne Memories,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2548,haunted in Old Melbourne Memories,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2549,haunted in Old Melbourne Memories,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2550,spirit in Old Melbourne Memories,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2551,devil in Old Melbourne Memories,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2552,devil in Old Melbourne Memories,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2553,devil in Old Melbourne Memories,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2554,devil in Old Melbourne Memories,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2555,giant in Old Melbourne Memories,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2556,giant in Old Melbourne Memories,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2557,giant in Old Melbourne Memories,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2558,giant in Old Melbourne Memories,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
3691,spirit in Diary of ten years eventful life of an early settler in Western Australia,-31.9558967,115.8605784,"Perth, WA",public/data/frontend-data.json
3697,spirits in Diary of ten years eventful life of an early settler in Western Australia,-32.0534086,115.7586172,"Fremantle, WA",public/data/frontend-data.json
3709,spirit in Diary of ten years eventful life of an early settler in Western Australia,-31.9558967,115.8605784,"Perth, WA",public/data/frontend-data.json
3712,spirit in Diary of ten years eventful life of an early settler in Western Australia,-31.9319845,115.9190544,"Swan River, WA",public/data/frontend-data.json
1030,1885 - Australian Town and Country Yowie Article,-33.8698439,151.2082848,"Sydney, NSW",public/data/frontend-data.json
679,1886 - Brisbane Courier,-27.4689623,153.0235009,"Brisbane, QLD",public/data/frontend-data.json
680,1886 - Queanbeyan Age,-35.3524518,149.2337634,"Queanbeyan, NSW",public/data/frontend-data.json
1880,"ghost in The Australian Race, volume 1",-34.7523871,149.7198009,"Goulburn, NSW",public/data/frontend-data.json
1886,"spirit in The Australian Race, volume 1",-31.9558967,115.8605784,"Perth, WA",public/data/frontend-data.json
1893,"spirit in The Australian Race, volume 1",-28.4803638,137.2979051,"Lake Eyre, SA",public/data/frontend-data.json
1978,"ghosts in The Australian Race, volume 2",-34.7211905,135.8592218,"Port Lincoln, SA",public/data/frontend-data.json
2797,ghost in The Mystery of a Hansom Cab,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2798,ghost in The Mystery of a Hansom Cab,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2799,ghost in The Mystery of a Hansom Cab,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2800,ghost in The Mystery of a Hansom Cab,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2801,ghosts in The Mystery of a Hansom Cab,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2802,haunted in The Mystery of a Hansom Cab,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2805,spirits in The Mystery of a Hansom Cab,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2806,spirit in The Mystery of a Hansom Cab,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2810,witch in The Mystery of a Hansom Cab,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2811,witch in The Mystery of a Hansom Cab,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
1976,Fisher's Ghost in Fisher's Ghost,-34.0667,150.8167,"Campbelltown, NSW",public/data/frontend-data.json
1176,Princess Theatre History - Federici,-37.810997,144.972658,"Princess Theatre, Melbourne, Victoria",public/data/frontend-data.json
2956,ghost in Madame Midas,-37.5623013,143.8605645,"Ballarat, VIC",public/data/frontend-data.json
2960,spirit in Madame Midas,-37.5623013,143.8605645,"Ballarat, VIC",public/data/frontend-data.json
682,"1889 - Bowral Free Press, Australian Gorilla",-34.4816626,150.4177868,"Bowral, NSW",public/data/frontend-data.json
1025,1889 - Kiama Independent,-34.6958202,150.7959123,"Kiama, NSW",public/data/frontend-data.json
1797,devil in Among cannibals,-27.2397819,153.2539994,"Moreton Bay, QLD",public/data/frontend-data.json
1807,giant in Among cannibals,-27.2397819,153.2539994,"Moreton Bay, QLD",public/data/frontend-data.json
3955,spirits in Among Cannibals,-18.2484306,145.6112083,"Herbert River, QLD",public/data/frontend-data.json
3956,devil in Among Cannibals,-18.2484306,145.6112083,"Herbert River, QLD",public/data/frontend-data.json
3957,devil in Among Cannibals,-18.2484306,145.6112083,"Herbert River, QLD",public/data/frontend-data.json
3958,devil in Among Cannibals,-18.2484306,145.6112083,"Herbert River, QLD",public/data/frontend-data.json
3959,devil in Among Cannibals,-18.2484306,145.6112083,"Herbert River, QLD",public/data/frontend-data.json
3960,wizard in Among Cannibals,-18.2484306,145.6112083,"Herbert River, QLD",public/data/frontend-data.json
684,1891 - Bathurst Times Article,-33.9802583,150.1004909,"Kanangra Falls, NSW",public/data/frontend-data.json
685,1892 - Maitland Mercury,-32.7316683,151.5511123,"Maitland, NSW",public/data/frontend-data.json
863,1892 - Sydney Mail Yowie Article,-33.8698439,151.2082848,"Sydney, NSW",public/data/frontend-data.json
2024,evil spirit in Notes on the Aborigines of New South Wales,-32.9192953,151.7795348,"Newcastle, NSW",public/data/frontend-data.json
2028,Boonbolong in Notes on the Aborigines of New South Wales,-32.9192953,151.7795348,"Newcastle, NSW",public/data/frontend-data.json
686,1893 - Goulburn Penny Post Article,-34.7523871,149.7198009,"Goulburn, NSW",public/data/frontend-data.json
687,1893 (2) - Goulburn Penny Post Article,-34.7523871,149.7198009,"Goulburn, NSW",public/data/frontend-data.json
688,1894 - Queanbeyan Observer Article,-35.3524518,149.2337634,"Queanbeyan, NSW",public/data/frontend-data.json
864,1894 - Queanbeyan Observer Yowie Article,-35.3524518,149.2337634,"Queanbeyan, NSW",public/data/frontend-data.json
865,1895 - Bowral Free Press Yowie Article,-34.4816626,150.4177868,"Bowral, NSW",public/data/frontend-data.json
3963,ghost in While the Billy Boils,-29.9960307,145.2940392,"Bourke, NSW",public/data/frontend-data.json
1491,ghost in Australian fairy tales,-33.609741,150.4052237,"Blue Mountains, NSW",public/data/frontend-data.json
1494,ghost in Australian fairy tales,-33.609741,150.4052237,"Blue Mountains, NSW",public/data/frontend-data.json
2366,giants in Australian fairy tales,-33.609741,150.4052237,"Blue Mountains, NSW",public/data/frontend-data.json
2368,ghosts in Australian fairy tales,-33.609741,150.4052237,"Blue Mountains, NSW",public/data/frontend-data.json
3951,ghosts in Australian Fairy Tales,-33.609741,150.4052237,"Blue Mountains, NSW",public/data/frontend-data.json
2437,ghosts in Below And On Top and Other Stories,-36.7590183,144.2826718,"Bendigo, VIC",public/data/frontend-data.json
1582,Baiame in Eaglehawk and Crow,-34.4614504,150.790409,"Illawarra, NSW",public/data/frontend-data.json
1722,witch in The Aborigines of Tasmania,-42.8825088,147.3281233,"Hobart, TAS",public/data/frontend-data.json
1724,giant in The Aborigines of Tasmania,-42.8825088,147.3281233,"Hobart, TAS",public/data/frontend-data.json
3902,spirits in The Aborigines of Tasmania,-41.4340813,147.1373496,"Launceston, TAS",public/data/frontend-data.json
2559,ghost in In Bad Company,-36.7590183,144.2826718,"Bendigo, VIC",public/data/frontend-data.json
348,"Byron Bay, New South Wales 1902",-28.6483333,153.6177778,"Byron Bay, NSW",public/data/frontend-data.json
866,1902 - Blue Mountains Yowie Article,-33.609741,150.4052237,"Blue Mountains, NSW",public/data/frontend-data.json
691,"1903 - Nepean Times, Penrith",-33.7511954,150.6941711,"Penrith, NSW",public/data/frontend-data.json
692,1903 - Queanbeyan Age,-35.3524518,149.2337634,"Queanbeyan, NSW",public/data/frontend-data.json
694,1903 (1) - Queanbeyan Observer Article,-35.3524518,149.2337634,"Queanbeyan, NSW",public/data/frontend-data.json
695,1903 (2) - Queanbeyan Observer Article,-35.3524518,149.2337634,"Queanbeyan, NSW",public/data/frontend-data.json
696,1903 (3) - Queanbeyan Obsever Article,-35.3524518,149.2337634,"Queanbeyan, NSW",public/data/frontend-data.json
867,1903 - Delegate Argus Yowie Article,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
868,1903 - Queanbeyan Observer Yowie Article 07-08-1903,-35.3524518,149.2337634,"Queanbeyan, NSW",public/data/frontend-data.json
3289,spirit in The Northern Tribes of Central Australia,-28.4803638,137.2979051,"Lake Eyre, SA",public/data/frontend-data.json
697,1905 - Casino and Kyogle Advertiser Yowie Article,-28.8629114,153.0483736,"Casino, NSW",public/data/frontend-data.json
869,1905 - Molong Express Yowie Article,-33.0923817,148.8638613,"Molong, NSW",public/data/frontend-data.json
870,1905 - Narromine News Yowie Article,-32.2317016,147.9528517,"Narromine, NSW",public/data/frontend-data.json
1026,1905 - Western Champion,-23.052892,145.8209434,"Barcaldine, QLD",public/data/frontend-data.json
698,1906 - Singleton Argus,-32.602355,151.1132887,"Singleton, NSW",public/data/frontend-data.json
871,1906 - Bega Budget Yowie Article,-36.6780983,149.8408283,"Bega, NSW",public/data/frontend-data.json
872,1906 - Cowan NSW Yowie Article,-33.5888297,151.1698568,"Cowan, NSW",public/data/frontend-data.json
873,1906 - Gippsland Times Yowie Article,-37.8744827,146.9111788,"Gippsland, VIC",public/data/frontend-data.json
874,1906 - Tenterfield Courrier Yowie Article,-28.83843,152.2813166,"Tenterfield, NSW",public/data/frontend-data.json
700,1907 - The Hairyman by Henry Lawson,-33.609741,150.4052237,"Blue Mountains, NSW",public/data/frontend-data.json
3074,spirit in Notes on the Aborigines of New South Wales,-34.7211905,135.8592218,"Port Lincoln, SA",public/data/frontend-data.json
701,1909 - Brisbane Workers Newspaper,-27.4689623,153.0235009,"Brisbane, QLD",public/data/frontend-data.json
875,1909 - Bundaberg Mail & Burnett Advtertiser Yowie Article 10-09-1909,-24.8653253,152.3516785,"Bundaberg, QLD",public/data/frontend-data.json
876,1909 - Richmond River Herald Yowie Article,-28.8632035,153.0823096,"Richmond River, NSW",public/data/frontend-data.json
1077,1909 - Northern Districts Advertiser 28-06-1909,-32.8175,149.3752778,Hargraves,public/data/frontend-data.json
2995,ghosts in The Getting of Wisdom,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2996,ghosts in The Getting of Wisdom,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
2997,ghost in The Getting of Wisdom,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
3003,ghosts in The Getting of Wisdom,-37.8142454,144.9631732,"Melbourne, VIC",public/data/frontend-data.json
308,"Bombala, New South Wales 1912",-36.9113175,149.2389375,"Bombala, NSW",public/data/frontend-data.json
703,1912 - Goulburn Penny Post Article,-34.7523871,149.7198009,"Goulburn, NSW",public/data/frontend-data.json
704,1912 - Queanbeyan Age Article,-35.3524518,149.2337634,"Queanbeyan, NSW",public/data/frontend-data.json
705,1912 - Sydney Morning Herald,-33.8698439,151.2082848,"Sydney, NSW",public/data/frontend-data.json
706,1912 - Sydney Morning Herald Article,-33.8698439,151.2082848,"Sydney, NSW",public/data/frontend-data.json
708,1912 (2) - Sydney Sun Article,-33.8698439,151.2082848,"Sydney, NSW",public/data/frontend-data.json
877,1912 - Adelaide Chronicle Yowie Article,-34.9281805,138.5999312,"Adelaide, SA",public/data/frontend-data.json
881,1912 - Sydney Morning Heald Yowie Article,-33.8698439,151.2082848,"Sydney, NSW",public/data/frontend-data.json
882,1912- Bega Budget Yowie Article,-36.6780983,149.8408283,"Bega, NSW",public/data/frontend-data.json
1031,1912 - Sunday Mail Yowie Article,-27.4689623,153.0235009,"Brisbane, QLD",public/data/frontend-data.json
3059,"spirits in Across Australia, volume 1",-28.4803638,137.2979051,"Lake Eyre, SA",public/data/frontend-data.json
3060,"spirits in Across Australia, volume 1",-28.4803638,137.2979051,"Lake Eyre, SA",public/data/frontend-data.json
3061,"spirit in Across Australia, volume 1",-28.4803638,137.2979051,"Lake Eyre, SA",public/data/frontend-data.json
3070,"magic man in Across Australia, volume 1",-28.4803638,137.2979051,"Lake Eyre, SA",public/data/frontend-data.json
3095,"spirits in Across Australia, volume 2",-23.6983884,133.8812885,"Alice Springs, NT",public/data/frontend-data.json
3142,"spirits in Across Australia, volume 2",-24.9214046,133.6838744,"Finke River, NT",public/data/frontend-data.json
3149,"devil in Across Australia, volume 2",-24.9214046,133.6838744,"Finke River, NT",public/data/frontend-data.json
3153,"medicine man in Across Australia, volume 2",-23.6983884,133.8812885,"Alice Springs, NT",public/data/frontend-data.json
3155,"medicine man in Across Australia, volume 2",-23.6983884,133.8812885,"Alice Springs, NT",public/data/frontend-data.json
3163,"medicine man in Across Australia, volume 2",-24.9214046,133.6838744,"Finke River, NT",public/data/frontend-data.json
883,1913 - Bombala Times Yowie Article,-36.9113175,149.2389375,"Bombala, NSW",public/data/frontend-data.json
884,1913 - Maitland Daily Mercury Yowie Article,-32.7316683,151.5511123,"Maitland, NSW",public/data/frontend-data.json
3818,spirit in Native Tribes of the Northern Territory of Australia,-33.4166482,149.5803725,"Bathurst, NSW",public/data/frontend-data.json
3824,spirits in Native Tribes of the Northern Territory of Australia,-14.6873399,134.3765274,"Roper River, NT",public/data/frontend-data.json
3825,spirits in Native Tribes of the Northern Territory of Australia,-14.6873399,134.3765274,"Roper River, NT",public/data/frontend-data.json
3962,ghost in Australia Felix,-37.5623013,143.8605645,"Ballarat, VIC",public/data/frontend-data.json
85,"Charlton, New South Wales 1923",-33.6770642,149.6215064,"Charlton, NSW",public/data/frontend-data.json
1414,little woman in Tales of the Dandenongs First Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
1457,fairy in Tales of the Dandenongs Second Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
1458,spirit in Tales of the Dandenongs Third Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
1459,spirit in Tales of the Dandenongs Third Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
1460,witch in Tales of the Dandenongs Third Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
1461,witch in Tales of the Dandenongs Third Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
1462,witch in Tales of the Dandenongs Third Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
1463,witch in Tales of the Dandenongs Third Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
1464,spirit in Tales of the Dandenongs Third Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
1465,spirit in Tales of the Dandenongs Third Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
1466,giant in Tales of the Dandenongs Fourth Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
1467,ghost in Tales of the Dandenongs Fourth Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
1468,little woman in Tales of the Dandenongs Fourth Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
1469,little woman in Tales of the Dandenongs Fourth Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
1470,little woman in Tales of the Dandenongs Fourth Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
2333,fairy in Tales of the Dandenongs First Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
2334,giant in Tales of the Dandenongs First Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
2335,giant in Tales of the Dandenongs First Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
2336,spirit in Tales of the Dandenongs First Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
2337,giant in Tales of the Dandenongs First Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
2338,spirit in Tales of the Dandenongs First Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
2339,devil in Tales of the Dandenongs Third Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
2340,devil in Tales of the Dandenongs Third Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
2341,devil in Tales of the Dandenongs Third Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
2342,spirit in Tales of the Dandenongs Fourth Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
2343,spirit in Tales of the Dandenongs Fourth Series,-37.8333,145.35,"Dandenong Ranges, VIC",public/data/frontend-data.json
710,"1927 - Brindabella Article, John Gale",-35.3092958,149.0063023,"Brindabella, ACT",public/data/frontend-data.json
711,"1927 - History of ACT Legends, John Gale",-35.2975906,149.1012676,"Canberra, ACT",public/data/frontend-data.json
885,1927 - Canberra History & Legends by J. Gale,-35.2975906,149.1012676,"Canberra, ACT",public/data/frontend-data.json
886,1927 - History and Legends of the A.C.T. by John Gale,-35.3092958,149.0063023,Brindabella,public/data/frontend-data.json
4416,Reports from newspapers: 1927 - Canberra History and Legends by J. Gale,-35.368056,148.658222,"J. Gale, NSW",public/data/frontend-data.json
4417,Reports from newspapers: 1927 - History and Legends of the A.C.T. by John Gale,-35.156461,148.585336,"John Gale, NSW",public/data/frontend-data.json
712,1928 - Brisbane Courier,-27.4689623,153.0235009,"Brisbane, QLD",public/data/frontend-data.json
382,"Crescent Head, New South Wales 1930",-31.19,152.9761111,"Crescent Head, NSW",public/data/frontend-data.json
4261,"YouTube reports, interviews: Yowie Sighting (Audio Report #49) at Crescent Head, New South Wales (1930)",-31.19,152.9761111,"Crescent Head, NSW",public/data/frontend-data.json
4262,"YouTube reports, interviews: Yowie Sightings (Audio Report #48) around Stanthorpe in the 1930s",-28.733177,151.9649,"Stanthorpe in the 1930s, QLD",public/data/frontend-data.json
149,"Charters Towers, Queensland 1932",-20.0714089,146.2709824,"Charters Towers, QLD",public/data/frontend-data.json
4418,Reports from newspapers: 1932 - Northern Territory Times Yowie Article,-36.313056,146.839167,"1932 - Northern Territory Times Yowie Article, NT",public/data/frontend-data.json
