record_id,title,source_name,source_type,state_territory,date_band,year,ontology_code,url
1998,ghost in Tales of Australian Life,Internet Archive,repository_full_text,,anchor_1842_1875,1875,apparition_account,https://archive.org/download/talesaustralian00swangoog/talesaustralian00swangoog_djvu.txt
1999,ghosts in Tales of Australian Life,Internet Archive,repository_full_text,,anchor_1842_1875,1875,apparition_account,https://archive.org/download/talesaustralian00swangoog/talesaustralian00swangoog_djvu.txt
2000,ghosts in Tales of Australian Life,Internet Archive,repository_full_text,,anchor_1842_1875,1875,apparition_account,https://archive.org/download/talesaustralian00swangoog/talesaustralian00swangoog_djvu.txt
2001,ghosts in Tales of Australian Life,Internet Archive,repository_full_text,,anchor_1842_1875,1875,apparition_account,https://archive.org/download/talesaustralian00swangoog/talesaustralian00swangoog_djvu.txt
2002,ghosts in Tales of Australian Life,Internet Archive,repository_full_text,,anchor_1842_1875,1875,apparition_account,https://archive.org/download/talesaustralian00swangoog/talesaustralian00swangoog_djvu.txt
2003,ghost in Tales of Australian Life,Internet Archive,repository_full_text,,anchor_1842_1875,1875,apparition_account,https://archive.org/download/talesaustralian00swangoog/talesaustralian00swangoog_djvu.txt
2004,ghost in Tales of Australian Life,Internet Archive,repository_full_text,,anchor_1842_1875,1875,apparition_account,https://archive.org/download/talesaustralian00swangoog/talesaustralian00swangoog_djvu.txt
2005,ghost in Tales of Australian Life,Internet Archive,repository_full_text,,anchor_1842_1875,1875,apparition_account,https://archive.org/download/talesaustralian00swangoog/talesaustralian00swangoog_djvu.txt
2006,devil in Tales of Australian Life,Internet Archive,repository_full_text,,anchor_1842_1875,1875,apparition_account,https://archive.org/download/talesaustralian00swangoog/talesaustralian00swangoog_djvu.txt
2007,haunted in Tales of Australian Life,Internet Archive,repository_full_text,,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/talesaustralian00swangoog/talesaustralian00swangoog_djvu.txt
2008,haunted in Tales of Australian Life,Internet Archive,repository_full_text,,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/talesaustralian00swangoog/talesaustralian00swangoog_djvu.txt
2009,supernatural in Tales of Australian Life,Internet Archive,repository_full_text,,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/talesaustralian00swangoog/talesaustralian00swangoog_djvu.txt
2062,"spirits in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2063,"Baiame in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2064,"Baiame in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2065,"Baiame in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2066,"Baiame in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2067,"Baia-me in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2068,"Baia-me in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2069,"spirit in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2070,"spirit in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2071,"spirit in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2072,"spirits in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2073,"Baia-me in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2074,"Baia-me in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2075,"ghost in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,apparition_account,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2076,"spirits in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,NSW,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2077,"ghost in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,apparition_account,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2078,"ghost in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,apparition_account,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2079,"ghost in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,apparition_account,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2080,"spirit in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,NSW,anchor_1842_1875,1875,apparition_account,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2081,"ghosts in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,apparition_account,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2082,"supernatural in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2083,"supernatural in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
2084,"devil in Kámilarói, and Other Australian Languages",Internet Archive,repository_full_text,,anchor_1842_1875,1875,apparition_account,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3919,"spirit in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,apparition_account,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3920,"spirit in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,apparition_account,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3921,"spirit in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,apparition_account,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3922,"spirit in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3923,"spirit in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,NSW,anchor_1842_1875,1875,apparition_account,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3924,"spirits in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,NSW,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3925,"spirit in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3926,"spirits in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3927,"spirit in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3928,"spirit in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3929,"spirit in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3930,"spirit in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3931,"spirits in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3932,"spirits in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3933,"spirits in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3934,"spirit in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3935,"spirit in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3936,"spirit in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3937,"spirit in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3938,"spirit in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3939,"spirit in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3940,"spirit in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3941,"ghost in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,apparition_account,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3942,"spirit in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3943,"Baiame in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3944,"Baiame in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3945,"Baiame in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3946,"Baiame in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3947,"Baiame in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3948,"Baiame in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
3949,"Baiame in Kamilaroi, and other Australian languages",Internet Archive,repository_full_text,QLD,anchor_1842_1875,1875,spirit_person_narrative,https://archive.org/download/kmilariother00ridlrich/kmilariother00ridlrich_djvu.txt
