flag_id,record_id,title,state_territory,x,y,source_location_type,confidence
mapped:688,688,1894 - Queanbeyan Observer Article,NSW,149.2337634,-35.3524518,locality,medium
mapped:864,864,1894 - Queanbeyan Observer Yowie Article,NSW,149.2337634,-35.3524518,locality,medium
mapped:865,865,1895 - Bowral Free Press Yowie Article,NSW,150.4177868,-34.4816626,locality,medium
mapped:3963,3963,ghost in While the Billy Boils,NSW,145.2940392,-29.9960307,locality,B
mapped:1491,1491,ghost in Australian fairy tales,NSW,150.4052237,-33.609741,named_feature,high
mapped:1494,1494,ghost in Australian fairy tales,NSW,150.4052237,-33.609741,named_feature,high
mapped:2366,2366,giants in Australian fairy tales,NSW,150.4052237,-33.609741,named_feature,high
mapped:2368,2368,ghosts in Australian fairy tales,NSW,150.4052237,-33.609741,named_feature,high
mapped:3951,3951,ghosts in Australian Fairy Tales,NSW,150.4052237,-33.609741,named_feature,B
mapped:2437,2437,ghosts in Below And On Top and Other Stories,VIC,144.2826718,-36.7590183,town,high
mapped:1582,1582,Baiame in Eaglehawk and Crow,NSW,150.790409,-34.4614504,locality,high
mapped:1722,1722,witch in The Aborigines of Tasmania,TAS,147.3281233,-42.8825088,town,high
mapped:1724,1724,giant in The Aborigines of Tasmania,TAS,147.3281233,-42.8825088,town,high
mapped:3902,3902,spirits in The Aborigines of Tasmania,TAS,147.1373496,-41.4340813,town,high
mapped:2559,2559,ghost in In Bad Company,VIC,144.2826718,-36.7590183,town,high
mapped:348,348,"Byron Bay, New South Wales 1902",NSW,153.6177778,-28.6483333,locality,high
mapped:866,866,1902 - Blue Mountains Yowie Article,NSW,150.4052237,-33.609741,named_feature,medium
mapped:691,691,"1903 - Nepean Times, Penrith",NSW,150.6941711,-33.7511954,locality,medium
mapped:692,692,1903 - Queanbeyan Age,NSW,149.2337634,-35.3524518,locality,medium
mapped:694,694,1903 (1) - Queanbeyan Observer Article,NSW,149.2337634,-35.3524518,locality,medium
mapped:695,695,1903 (2) - Queanbeyan Observer Article,NSW,149.2337634,-35.3524518,locality,medium
mapped:696,696,1903 (3) - Queanbeyan Obsever Article,NSW,149.2337634,-35.3524518,locality,medium
mapped:867,867,1903 - Delegate Argus Yowie Article,VIC,144.9631732,-37.8142454,locality,medium
mapped:868,868,1903 - Queanbeyan Observer Yowie Article 07-08-1903,NSW,149.2337634,-35.3524518,locality,medium
mapped:3289,3289,spirit in The Northern Tribes of Central Australia,SA,137.2979051,-28.4803638,named_feature,high
mapped:697,697,1905 - Casino and Kyogle Advertiser Yowie Article,NSW,153.0483736,-28.8629114,locality,medium
mapped:869,869,1905 - Molong Express Yowie Article,NSW,148.8638613,-33.0923817,locality,medium
mapped:870,870,1905 - Narromine News Yowie Article,NSW,147.9528517,-32.2317016,locality,medium
mapped:1026,1026,1905 - Western Champion,QLD,145.8209434,-23.052892,locality,medium
mapped:698,698,1906 - Singleton Argus,NSW,151.1132887,-32.602355,locality,medium
mapped:871,871,1906 - Bega Budget Yowie Article,NSW,149.8408283,-36.6780983,locality,medium
mapped:872,872,1906 - Cowan NSW Yowie Article,NSW,151.1698568,-33.5888297,locality,medium
mapped:873,873,1906 - Gippsland Times Yowie Article,VIC,146.9111788,-37.8744827,locality,medium
mapped:874,874,1906 - Tenterfield Courrier Yowie Article,NSW,152.2813166,-28.83843,locality,medium
mapped:700,700,1907 - The Hairyman by Henry Lawson,NSW,150.4052237,-33.609741,named_feature,high
mapped:3074,3074,spirit in Notes on the Aborigines of New South Wales,SA,135.8592218,-34.7211905,town,high
mapped:701,701,1909 - Brisbane Workers Newspaper,QLD,153.0235009,-27.4689623,locality,medium
mapped:875,875,1909 - Bundaberg Mail & Burnett Advtertiser Yowie Article 10-09-1909,QLD,152.3516785,-24.8653253,locality,medium
mapped:876,876,1909 - Richmond River Herald Yowie Article,NSW,153.0823096,-28.8632035,locality,medium
mapped:1077,1077,1909 - Northern Districts Advertiser 28-06-1909,NSW,149.3752778,-32.8175,locality,medium
mapped:2995,2995,ghosts in The Getting of Wisdom,VIC,144.9631732,-37.8142454,locality,B
mapped:2996,2996,ghosts in The Getting of Wisdom,VIC,144.9631732,-37.8142454,locality,B
mapped:2997,2997,ghost in The Getting of Wisdom,VIC,144.9631732,-37.8142454,locality,B
mapped:3003,3003,ghosts in The Getting of Wisdom,VIC,144.9631732,-37.8142454,locality,B
mapped:308,308,"Bombala, New South Wales 1912",NSW,149.2389375,-36.9113175,locality,high
mapped:703,703,1912 - Goulburn Penny Post Article,NSW,149.7198009,-34.7523871,town,medium
mapped:704,704,1912 - Queanbeyan Age Article,NSW,149.2337634,-35.3524518,locality,medium
mapped:705,705,1912 - Sydney Morning Herald,NSW,151.2082848,-33.8698439,locality,medium
mapped:706,706,1912 - Sydney Morning Herald Article,NSW,151.2082848,-33.8698439,locality,medium
mapped:708,708,1912 (2) - Sydney Sun Article,NSW,151.2082848,-33.8698439,locality,medium
mapped:877,877,1912 - Adelaide Chronicle Yowie Article,SA,138.5999312,-34.9281805,locality,medium
mapped:881,881,1912 - Sydney Morning Heald Yowie Article,NSW,151.2082848,-33.8698439,locality,medium
mapped:882,882,1912- Bega Budget Yowie Article,NSW,149.8408283,-36.6780983,locality,medium
mapped:1031,1031,1912 - Sunday Mail Yowie Article,QLD,153.0235009,-27.4689623,locality,medium
mapped:3059,3059,"spirits in Across Australia, volume 1",SA,137.2979051,-28.4803638,named_feature,high
mapped:3060,3060,"spirits in Across Australia, volume 1",SA,137.2979051,-28.4803638,named_feature,high
mapped:3061,3061,"spirit in Across Australia, volume 1",SA,137.2979051,-28.4803638,named_feature,high
mapped:3070,3070,"magic man in Across Australia, volume 1",SA,137.2979051,-28.4803638,named_feature,high
mapped:3095,3095,"spirits in Across Australia, volume 2",NT,133.8812885,-23.6983884,town,high
mapped:3142,3142,"spirits in Across Australia, volume 2",NT,133.6838744,-24.9214046,named_feature,high
mapped:3149,3149,"devil in Across Australia, volume 2",NT,133.6838744,-24.9214046,named_feature,high
mapped:3153,3153,"medicine man in Across Australia, volume 2",NT,133.8812885,-23.6983884,town,high
mapped:3155,3155,"medicine man in Across Australia, volume 2",NT,133.8812885,-23.6983884,town,high
mapped:3163,3163,"medicine man in Across Australia, volume 2",NT,133.6838744,-24.9214046,named_feature,high
mapped:883,883,1913 - Bombala Times Yowie Article,NSW,149.2389375,-36.9113175,locality,medium
mapped:884,884,1913 - Maitland Daily Mercury Yowie Article,NSW,151.5511123,-32.7316683,locality,medium
mapped:3818,3818,spirit in Native Tribes of the Northern Territory of Australia,NSW,149.5803725,-33.4166482,town,high
mapped:3824,3824,spirits in Native Tribes of the Northern Territory of Australia,NT,134.3765274,-14.6873399,named_feature,high
mapped:3825,3825,spirits in Native Tribes of the Northern Territory of Australia,NT,134.3765274,-14.6873399,named_feature,high
mapped:3962,3962,ghost in Australia Felix,VIC,143.8605645,-37.5623013,town,B
mapped:85,85,"Charlton, New South Wales 1923",NSW,149.6215064,-33.6770642,locality,high
mapped:1414,1414,little woman in Tales of the Dandenongs First Series,VIC,145.35,-37.8333,named_feature,B
mapped:1457,1457,fairy in Tales of the Dandenongs Second Series,VIC,145.35,-37.8333,named_feature,B
mapped:1458,1458,spirit in Tales of the Dandenongs Third Series,VIC,145.35,-37.8333,named_feature,B
mapped:1459,1459,spirit in Tales of the Dandenongs Third Series,VIC,145.35,-37.8333,named_feature,B
mapped:1460,1460,witch in Tales of the Dandenongs Third Series,VIC,145.35,-37.8333,named_feature,B
mapped:1461,1461,witch in Tales of the Dandenongs Third Series,VIC,145.35,-37.8333,named_feature,B
mapped:1462,1462,witch in Tales of the Dandenongs Third Series,VIC,145.35,-37.8333,named_feature,B
mapped:1463,1463,witch in Tales of the Dandenongs Third Series,VIC,145.35,-37.8333,named_feature,B
mapped:1464,1464,spirit in Tales of the Dandenongs Third Series,VIC,145.35,-37.8333,named_feature,B
mapped:1465,1465,spirit in Tales of the Dandenongs Third Series,VIC,145.35,-37.8333,named_feature,B
mapped:1466,1466,giant in Tales of the Dandenongs Fourth Series,VIC,145.35,-37.8333,named_feature,B
mapped:1467,1467,ghost in Tales of the Dandenongs Fourth Series,VIC,145.35,-37.8333,named_feature,B
mapped:1468,1468,little woman in Tales of the Dandenongs Fourth Series,VIC,145.35,-37.8333,named_feature,B
mapped:1469,1469,little woman in Tales of the Dandenongs Fourth Series,VIC,145.35,-37.8333,named_feature,B
mapped:1470,1470,little woman in Tales of the Dandenongs Fourth Series,VIC,145.35,-37.8333,named_feature,B
mapped:2333,2333,fairy in Tales of the Dandenongs First Series,VIC,145.35,-37.8333,named_feature,B
mapped:2334,2334,giant in Tales of the Dandenongs First Series,VIC,145.35,-37.8333,named_feature,B
mapped:2335,2335,giant in Tales of the Dandenongs First Series,VIC,145.35,-37.8333,named_feature,B
mapped:2336,2336,spirit in Tales of the Dandenongs First Series,VIC,145.35,-37.8333,named_feature,B
mapped:2337,2337,giant in Tales of the Dandenongs First Series,VIC,145.35,-37.8333,named_feature,B
mapped:2338,2338,spirit in Tales of the Dandenongs First Series,VIC,145.35,-37.8333,named_feature,B
mapped:2339,2339,devil in Tales of the Dandenongs Third Series,VIC,145.35,-37.8333,named_feature,B
mapped:2340,2340,devil in Tales of the Dandenongs Third Series,VIC,145.35,-37.8333,named_feature,B
mapped:2341,2341,devil in Tales of the Dandenongs Third Series,VIC,145.35,-37.8333,named_feature,B
mapped:2342,2342,spirit in Tales of the Dandenongs Fourth Series,VIC,145.35,-37.8333,named_feature,B
mapped:2343,2343,spirit in Tales of the Dandenongs Fourth Series,VIC,145.35,-37.8333,named_feature,B
mapped:710,710,"1927 - Brindabella Article, John Gale",ACT,149.0063023,-35.3092958,locality,medium
mapped:711,711,"1927 - History of ACT Legends, John Gale",ACT,149.1012676,-35.2975906,town,high
mapped:885,885,1927 - Canberra History & Legends by J. Gale,ACT,149.1012676,-35.2975906,town,medium
mapped:886,886,1927 - History and Legends of the A.C.T. by John Gale,ACT,149.0063023,-35.3092958,locality,medium
mapped:712,712,1928 - Brisbane Courier,QLD,153.0235009,-27.4689623,locality,medium
mapped:382,382,"Crescent Head, New South Wales 1930",NSW,152.9761111,-31.19,locality,high
mapped:149,149,"Charters Towers, Queensland 1932",QLD,146.2709824,-20.0714089,locality,high
mapped:457,457,"Stanthorpe, Queensland 1934",QLD,151.9338265,-28.6559947,locality,high
mapped:713,713,"1932 - Stanthorpe, Queensland",QLD,151.9338265,-28.6559947,locality,high
mapped:714,714,1934 - The Cairns Post,QLD,145.7721854,-16.9206657,locality,medium
mapped:514,514,"Lismore, New South wales 1935",NSW,153.2791883,-28.8077608,locality,high
mapped:824,824,1935 - Sydney Morning Herald,NSW,151.2082848,-33.8698439,locality,medium
mapped:405,405,"Nanango, Queensland 1938",QLD,151.9851744,-26.6764195,town,high
mapped:825,825,"1938 - Nanango, Yowie Report",QLD,151.9851744,-26.6764195,town,high
mapped:150,150,"Aramara, Queensland 1950",QLD,152.3346752,-25.5514395,locality,high
mapped:256,256,"Moe, Victoria 1950",VIC,146.2477028,-38.1855104,locality,high
mapped:634,634,"Young, New South Wales 1955",NSW,148.2955025,-34.3129164,locality,high
mapped:543,543,"Mungay Creek, New South Wales 1960",NSW,152.6762,-30.9068,locality,high
mapped:86,86,"Dungay Creek, New South Wales 1962",NSW,152.6117998,-31.0815329,locality,high
mapped:400,400,"Dungay Creek, New South Wales 1962",NSW,152.6117998,-31.0815329,locality,high
mapped:402,402,"Dungay Creek, New South Wales 1962",NSW,152.6117998,-31.0815329,locality,high
mapped:827,827,"1962 - Macleay Argus, Dungay Creek Yowie Article",NSW,152.6117998,-31.0815329,locality,high
mapped:888,888,1964 - Sydney Herald Yowie Article,NSW,151.2082848,-33.8698439,locality,medium
mapped:465,465,"Tewantin, Queensland 1965",QLD,153.0391832,-26.3920057,locality,high
mapped:509,509,"Wyandra, Queensland 1965",QLD,146.0871592,-27.27195,locality,high
mapped:889,889,1965 - Sydney Sun Yowie Article,NSW,151.2082848,-33.8698439,locality,medium
mapped:556,556,"Oxley Island, New South Wales 1967",NSW,152.5666119,-31.9132089,locality,high
mapped:87,87,"Woy Woy, New South Wales 1968",NSW,151.3274925,-33.4880548,locality,high
mapped:482,482,"Kempsey, New South Wales 1968",NSW,152.5228021,-30.9056457,town,high
mapped:227,227,"Bangalow, New South Wales 1969",NSW,153.5177778,-28.6816667,locality,high
mapped:45,45,"Sherbrooke Forest, Victoria 1970",VIC,145.3176068,-37.8904969,locality,high
mapped:251,251,"Bathurst, New South Wales 1970",NSW,149.5803725,-33.4166482,town,high
mapped:525,525,"Mogo, New South Wales 1977",NSW,150.1426078,-35.7830222,locality,high
mapped:890,890,1970 - Courier Mail Yowie Article,QLD,153.0235009,-27.4689623,locality,medium
mapped:891,891,1970's - Northern Star Re:1935 Lismore Yowie Sighting,NSW,153.2791883,-28.8077608,locality,medium
mapped:531,531,"Mount Lindesay, New South Wales 1972",NSW,150.1451144,-30.2028986,locality,high
mapped:88,88,"Middle Brother Mountain, New South Wales 1973",NSW,149.2936532,-33.2675463,locality,high
mapped:151,151,"Burleigh, Queensland 1973",QLD,143.0410557,-20.314865,locality,high
mapped:275,275,"Bexhill, New South Wales 1973",NSW,153.3480115,-28.7631637,locality,high
mapped:524,524,"Minto, New South Wales 1973",NSW,150.8511111,-34.0316667,locality,high
mapped:1032,1032,1973 - Daily Telegraph Yowie Article,NSW,151.2082848,-33.8698439,locality,medium
mapped:1033,1033,1973 - Daily Telegraph Yowie Article 2,NSW,151.2082848,-33.8698439,locality,medium
mapped:354,354,"Casino, New South Wales 1974",NSW,153.0483736,-28.8629114,locality,high
mapped:430,430,"Grafton, New South Wales 1974",NSW,152.9336357,-29.6816773,locality,medium
mapped:89,89,"Katoomba, New South Wales 1975",NSW,150.3121633,-33.713759,locality,high
mapped:296,296,"Blue Knob, New South Wales 1975",NSW,152.55604,-30.6984,locality,high
mapped:374,374,"Cooma, New South Wales 1976",NSW,149.1261779,-36.2356785,locality,high
mapped:504,504,"Lake George, New South Wales 1976",NSW,149.4208438,-35.0916656,locality,high
mapped:560,560,"Pilliga, New South Wales 1976",NSW,148.8888022,-30.351605,locality,high
mapped:621,621,"Woodenbong, New South Wales 1976",NSW,152.6120214,-28.3913455,locality,high
mapped:828,828,1976 - Macleay Argus Yowie Article,NSW,152.5228021,-30.9056457,town,high
mapped:892,892,1976 - Macleay Argus Yowie Article,NSW,152.590455,-30.9064024,locality,medium
