dimension,value,count,share_pct,source,notes
source_items.publication_or_organisation,Rock Art Research,2,0.04,source_items,
source_items.publication_or_organisation,Spirit of Things,2,0.04,source_items,
source_items.publication_or_organisation,"Trezise, P. J. (Percy J.)",2,0.04,source_items,
source_items.publication_or_organisation,'Hairy man' encountered by Arthur Marrin 123 years ago still unidentified; ABC News,1,0.02,source_items,
source_items.publication_or_organisation,A ghost story for Christmas; State Library Victoria,1,0.02,source_items,
source_items.publication_or_organisation,ABC News,1,0.02,source_items,
source_items.publication_or_organisation,ABC; ABC HOBART,1,0.02,source_items,
source_items.publication_or_organisation,ABC; Afternoons,1,0.02,source_items,
source_items.publication_or_organisation,ABC; Awaye!,1,0.02,source_items,
source_items.publication_or_organisation,ABC; Hindsight,1,0.02,source_items,
source_items.publication_or_organisation,ABC; Into The Music,1,0.02,source_items,
source_items.publication_or_organisation,ABC; Late Lunch,1,0.02,source_items,
source_items.publication_or_organisation,ABC; Ockham's Razor,1,0.02,source_items,
source_items.publication_or_organisation,ABC; Overnights,1,0.02,source_items,
source_items.publication_or_organisation,ABC; PM,1,0.02,source_items,
source_items.publication_or_organisation,ABC; Radio Eye,1,0.02,source_items,
source_items.publication_or_organisation,ABC; Saturday Breakfast,1,0.02,source_items,
source_items.publication_or_organisation,ABC; Saturdays,1,0.02,source_items,
source_items.publication_or_organisation,ABC; Street Stories,1,0.02,source_items,
source_items.publication_or_organisation,ACMI,1,0.02,source_items,
source_items.publication_or_organisation,ANU Open Research (Australian National University),1,0.02,source_items,
source_items.publication_or_organisation,Adelaide's notorious Z Ward asylum opens for after-dark ghost tours; 891 ABC Adelaide,1,0.02,source_items,
source_items.publication_or_organisation,"Allen & Unwin Pty., Limited (Australia); Allen & Unwin",1,0.02,source_items,
source_items.publication_or_organisation,America Star Books,1,0.02,source_items,
source_items.publication_or_organisation,American Anthropologist,1,0.02,source_items,
source_items.publication_or_organisation,Angus & Robertson,1,0.02,source_items,
source_items.publication_or_organisation,Angus & Robertson; Angus & Robertson Childrens,1,0.02,source_items,
source_items.publication_or_organisation,Ann Ferns,1,0.02,source_items,
source_items.publication_or_organisation,Anthropological Forum,1,0.02,source_items,
source_items.publication_or_organisation,Antiquity,1,0.02,source_items,
source_items.publication_or_organisation,Archaeology in Oceania/Archæology & physical anthropology in Oceania,1,0.02,source_items,
source_items.publication_or_organisation,"Arden, Harvey",1,0.02,source_items,
source_items.publication_or_organisation,Art Gallery of New South Wales,1,0.02,source_items,
source_items.publication_or_organisation,Art Gallery of South Australia,1,0.02,source_items,
source_items.publication_or_organisation,Arthur A. Levine Books,1,0.02,source_items,
source_items.publication_or_organisation,Arts,1,0.02,source_items,
source_items.publication_or_organisation,Austral Entomology,1,0.02,source_items,
source_items.publication_or_organisation,Australian Fairy Tales; Atha Westbury,1,0.02,source_items,
source_items.publication_or_organisation,Australian Ghost Stories; ABC Overnights / Richard Davis,1,0.02,source_items,
source_items.publication_or_organisation,Australian Journal of Psychology,1,0.02,source_items,
source_items.publication_or_organisation,Australian National University,1,0.02,source_items,
source_items.publication_or_organisation,Australian and New Zealand Journal of Art,1,0.02,source_items,
source_items.publication_or_organisation,Awaye!,1,0.02,source_items,
source_items.publication_or_organisation,Burnie's arts centre celebrates 40 years of great shows and ghost stories; ABC Northern Tasmania / Rick Eaves,1,0.02,source_items,
source_items.publication_or_organisation,Cambridge University Press,1,0.02,source_items,
source_items.publication_or_organisation,Cemetery Dance Pubns,1,0.02,source_items,
source_items.publication_or_organisation,Children's Literature Association Quarterly,1,0.02,source_items,
source_items.publication_or_organisation,Collins,1,0.02,source_items,
source_items.publication_or_organisation,Conversations,1,0.02,source_items,
source_items.publication_or_organisation,Counterpoint,1,0.02,source_items,
source_items.publication_or_organisation,"Cowan, James, 1942-2018",1,0.02,source_items,
source_items.publication_or_organisation,"Crawford, I. M",1,0.02,source_items,
source_items.publication_or_organisation,"De'Ath, Otto",1,0.02,source_items,
source_items.publication_or_organisation,"Department for Environment and Water, Government of South Australia",1,0.02,source_items,
source_items.publication_or_organisation,Drive,1,0.02,source_items,
source_items.publication_or_organisation,Encyclopedic Dictionary of Archaeology,1,0.02,source_items,
source_items.publication_or_organisation,"Erbacher, John, 1941-",1,0.02,source_items,
source_items.publication_or_organisation,Figshare,1,0.02,source_items,
source_items.publication_or_organisation,"Finley, Carol",1,0.02,source_items,
source_items.publication_or_organisation,Folklore,1,0.02,source_items,
source_items.publication_or_organisation,"Forest, Heather",1,0.02,source_items,
source_items.publication_or_organisation,Fremantle Arts Centre director calls for stories to explore history of former lunatic asylum; ABC Radio Perth,1,0.02,source_items,
source_items.publication_or_organisation,Fremantle Prison,1,0.02,source_items,
source_items.publication_or_organisation,Friends of J Ward Inc.,1,0.02,source_items,
source_items.publication_or_organisation,"From yowies to UFOs to panthers, what's the real story behind Australia's urban legends?; ABC Religion & Ethics / God Forbid",1,0.02,source_items,
source_items.publication_or_organisation,G. C. Joyner,1,0.02,source_items,
source_items.publication_or_organisation,Geophysical Research Letters,1,0.02,source_items,
source_items.publication_or_organisation,Ghost stories from one of Australia's most haunted places; ABC Hobart / Port Arthur Historic Site,1,0.02,source_items,
source_items.publication_or_organisation,"Grand, P. M. (Paule Marie), 1914-",1,0.02,source_items,
source_items.publication_or_organisation,Gunaikurnai Land and Waters Aboriginal Corporation,1,0.02,source_items,
source_items.publication_or_organisation,Hancock House Publishers; Anomalist Books,1,0.02,source_items,
source_items.publication_or_organisation,HarperCollins Publishers Australia,1,0.02,source_items,
source_items.publication_or_organisation,HarperCollins Publishers Limited; Harper Voyager,1,0.02,source_items,
source_items.publication_or_organisation,Heinemann,1,0.02,source_items,
source_items.publication_or_organisation,High Country Pub.,1,0.02,source_items,
source_items.publication_or_organisation,History Council of New South Wales,1,0.02,source_items,
source_items.publication_or_organisation,Hodder & Stoughton; Hodder and Stoughton,1,0.02,source_items,
source_items.publication_or_organisation,Humanities Research,1,0.02,source_items,
source_items.publication_or_organisation,Hungry spirits haunt station store room; ABC Rural,1,0.02,source_items,
source_items.publication_or_organisation,Indigenous ghost stories; ABC Books and Arts / Warwick Thornton,1,0.02,source_items,
source_items.publication_or_organisation,Is the Yahoo Australia's bigfoot?; ABC Nightlife / Tohby Riddle,1,0.02,source_items,
source_items.publication_or_organisation,John Heffernan,1,0.02,source_items,
source_items.publication_or_organisation,Journal of Australian indigenous issues,1,0.02,source_items,
source_items.publication_or_organisation,Journal of Herpetology,1,0.02,source_items,
source_items.publication_or_organisation,Journal of Paleontology,1,0.02,source_items,
source_items.publication_or_organisation,Lansdowne Press,1,0.02,source_items,
source_items.publication_or_organisation,"Leaf, Rik, author",1,0.02,source_items,
source_items.publication_or_organisation,M/C Journal,1,0.02,source_items,
source_items.publication_or_organisation,Man,1,0.02,source_items,
source_items.publication_or_organisation,Marriner Group,1,0.02,source_items,
source_items.publication_or_organisation,"Mattingley, Christobel, author",1,0.02,source_items,
source_items.publication_or_organisation,"McGregor, William",1,0.02,source_items,
source_items.publication_or_organisation,Monster Anthropology,1,0.02,source_items,
source_items.publication_or_organisation,Monster Anthropology in Australasia and Beyond,1,0.02,source_items,
source_items.publication_or_organisation,More Winners - His Master's Ghost; Australian Children's Television Foundation / Australian Screen Online,1,0.02,source_items,
source_items.publication_or_organisation,Mornings,1,0.02,source_items,
source_items.publication_or_organisation,Mulini Press,1,0.02,source_items,
source_items.publication_or_organisation,Myra Demetriou's life in Millers Point; ABC Sydney Weekend Mornings,1,0.02,source_items,
source_items.publication_or_organisation,National Library of Australia,1,0.02,source_items,
source_items.publication_or_organisation,National Trust Victoria,1,0.02,source_items,
source_items.publication_or_organisation,Ngabaya: Spirit People; ABC Education,1,0.02,source_items,
source_items.publication_or_organisation,No Accounting; ABC Four Corners / Matthew Carney,1,0.02,source_items,
source_items.publication_or_organisation,ORGANON,1,0.02,source_items,
source_items.publication_or_organisation,OUP Australia and New Zealand,1,0.02,source_items,
source_items.publication_or_organisation,Oceania,1,0.02,source_items,
source_items.publication_or_organisation,Ockham's Razor,1,0.02,source_items,
source_items.publication_or_organisation,Old Melbourne Gaol / National Trust of Australia (Victoria),1,0.02,source_items,
source_items.publication_or_organisation,"Out, damned spot! Albany's Spectrum Theatre restoration to deal with damp; ABC Great Southern",1,0.02,source_items,
source_items.publication_or_organisation,Overnights,1,0.02,source_items,
source_items.publication_or_organisation,Oxford Art Online,1,0.02,source_items,
source_items.publication_or_organisation,Oxford University Press,1,0.02,source_items,
source_items.publication_or_organisation,Palaeontology,1,0.02,source_items,
source_items.publication_or_organisation,Paranormal investigator Alison Oborn has seen and heard very strange things; ABC Conversations,1,0.02,source_items,
source_items.publication_or_organisation,Parks Victoria,1,0.02,source_items,
source_items.publication_or_organisation,Penguin Books; Viking; Walker,1,0.02,source_items,
source_items.publication_or_organisation,Queensland towns on the Sunshine Coast and in north Queensland get set for ghostbuster tour; 612 ABC Brisbane,1,0.02,source_items,
source_items.publication_or_organisation,Random House Australia,1,0.02,source_items,
source_items.publication_or_organisation,"Reed, A. W. (Alexander Wyclif), 1908-1979",1,0.02,source_items,
source_items.publication_or_organisation,"Regan, Lisa, 1971-",1,0.02,source_items,
source_items.publication_or_organisation,Research Online (University of Wollongong),1,0.02,source_items,
source_items.publication_or_organisation,Restricted Rights and Freedoms: Fanny Balbuk Yooreel; ABC Education,1,0.02,source_items,
source_items.publication_or_organisation,Samuel Beckett Today / Aujourd’hui,1,0.02,source_items,
source_items.publication_or_organisation,"San Souci, Robert D",1,0.02,source_items,
source_items.publication_or_organisation,"San Souci, Robert D, Wooden, Lenny, ill",1,0.02,source_items,
source_items.publication_or_organisation,Self-Drive Tour of Gawler; Town of Gawler Council,1,0.02,source_items,
source_items.publication_or_organisation,Shadow Trackers: the spooky stories of Aboriginal Australia; ABC Life Matters,1,0.02,source_items,
source_items.publication_or_organisation,Sherlock Holmes and spiritualism: Sir Arthur Conan Doyle in Victoria; State Library Victoria,1,0.02,source_items,
source_items.publication_or_organisation,Spooky sightings at Sylvania station; ABC Rural,1,0.02,source_items,
source_items.publication_or_organisation,"Stanley's Bayview Hotel - tales of a ghost, Joe Lyons and the quest for original artefacts; ABC Northern Tasmania",1,0.02,source_items,
source_items.publication_or_organisation,Swamphen a Journal of Cultural Ecology (ASLEC-ANZ),1,0.02,source_items,
source_items.publication_or_organisation,"Tasmanian blog explores quirky history, from ghost stories to pigeons and penguins; ABC Hobart / Jodie Lee",1,0.02,source_items,
source_items.publication_or_organisation,"Tempus Publishing, Limited",1,0.02,source_items,
source_items.publication_or_organisation,"The Aborigines of Victoria, volume 1; Robert Brough Smyth",1,0.02,source_items,
source_items.publication_or_organisation,The Antiquaries Journal,1,0.02,source_items,
source_items.publication_or_organisation,The Australian Journal of Anthropology,1,0.02,source_items,
source_items.publication_or_organisation,The Conversation,1,0.02,source_items,
source_items.publication_or_organisation,The Crowood Press; Robert Hale; Magna,1,0.02,source_items,
source_items.publication_or_organisation,The Holocene,1,0.02,source_items,
source_items.publication_or_organisation,"The International Journal of Diversity in Organizations, Communities, and Nations: Annual Review",1,0.02,source_items,
source_items.publication_or_organisation,"The Northern Territory News, 11 January 2025; News Corp Australia / Library & Archives NT",1,0.02,source_items,
source_items.publication_or_organisation,"The Northern Territory News, 17 October 2014; News Corp Australia / Library & Archives NT",1,0.02,source_items,
source_items.publication_or_organisation,The Northern Territory News; News Corp Australia / Library & Archives NT,1,0.02,source_items,
source_items.publication_or_organisation,The Stage Show,1,0.02,source_items,
source_items.publication_or_organisation,The World Today,1,0.02,source_items,
source_items.publication_or_organisation,The daredevil of Monte Cristo; ABC Conversations / Lawrence Ryan,1,0.02,source_items,
source_items.publication_or_organisation,The haunted historic houses of Tasmania's east coast; ABC Hobart / Glamorgan Spring Bay Historical Society,1,0.02,source_items,
source_items.publication_or_organisation,The secrets of Black Rock House; State Library Victoria,1,0.02,source_items,
source_items.publication_or_organisation,"This Place: Djimubarn, sacred rock art shelter; ABC Education / Merrill Girrabul",1,0.02,source_items,
source_items.publication_or_organisation,Trafford Publishing,1,0.02,source_items,
source_items.publication_or_organisation,USC Research Bank (University of the Sunshine Coast),1,0.02,source_items,
source_items.publication_or_organisation,Unexplained stories from the Old Adelaide Gaol; 891 ABC Adelaide,1,0.02,source_items,
source_items.publication_or_organisation,University of New South Wales Press,1,0.02,source_items,
source_items.publication_or_organisation,Viking Books; Viking,1,0.02,source_items,
source_items.publication_or_organisation,"Vollie News, 26 May 2011; St John Ambulance Australia (NT)",1,0.02,source_items,
source_items.publication_or_organisation,"Vollie News, 8 August 2013; St John Ambulance Australia (NT)",1,0.02,source_items,
source_items.publication_or_organisation,WA Afternoons; ABC Radio Perth / Graham Seal,1,0.02,source_items,
source_items.publication_or_organisation,Wednesday Press,1,0.02,source_items,
source_items.publication_or_organisation,Wordsworth Editions Ltd,1,0.02,source_items,
source_items.publication_or_organisation,World Archaeology,1,0.02,source_items,
source_items.publication_or_organisation,Yearbook - Association of Pacific Coast Geographers,1,0.02,source_items,
source_items.publication_or_organisation,Zootaxa,1,0.02,source_items,
source_items.publication_or_organisation,the authors,1,0.02,source_items,
